product_type,plan_name,gender,smoker_status,entry_age,policy_term_years,sum_assured_inr,annual_premium_inr,monthly_premium_inr,premium_per_1000_sa,loading_class,extra_loading_pct,final_annual_premium_inr,notes
Term Life,VitaShield Term,Female,Non-Smoker,63,10,1000000,20240,1754,20.24,Standard,0,20240,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,63,10,2500000,50599,4385,20.24,Standard,0,50599,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,63,10,5000000,101199,8770,20.24,Standard,0,101199,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,63,10,10000000,202399,17541,20.24,Standard,0,202399,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,63,10,25000000,505999,54816,20.24,Class I,25,632498,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Smoker,63,10,500000,14675,1271,29.35,Standard,0,14675,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,63,10,1000000,29350,3179,29.35,Class I,25,36687,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,63,10,2500000,73375,7948,29.35,Class I,25,91718,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,63,10,5000000,146750,15897,29.35,Class I,25,183437,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,63,10,10000000,293500,25436,29.35,Standard,0,293500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,63,10,25000000,733750,63591,29.35,Standard,0,733750,Female discount applied; Smoker loading applied
Endowment,VitaSave Endowment,Male,N/A,18,15,100000,5800,502,58.0,Standard,0,5800,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,20,100000,4200,364,42.0,Standard,0,4200,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,15,500000,29000,2513,58.0,Standard,0,29000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,20,500000,21000,1820,42.0,Standard,0,21000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,15,1000000,58000,5026,58.0,Standard,0,58000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,20,1000000,42000,3640,42.0,Standard,0,42000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,15,2500000,145000,12566,58.0,Standard,0,145000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,20,2500000,105000,9100,42.0,Standard,0,105000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,15,5000000,290000,25133,58.0,Standard,0,290000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,18,20,5000000,210000,18200,42.0,Standard,0,210000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,15,100000,5510,477,55.1,Standard,0,5510,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,20,100000,3990,345,39.9,Standard,0,3990,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,15,500000,27550,2387,55.1,Standard,0,27550,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,20,500000,19950,1729,39.9,Standard,0,19950,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,15,1000000,55100,4775,55.1,Standard,0,55100,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,20,1000000,39900,3458,39.9,Standard,0,39900,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,15,2500000,137750,11938,55.1,Standard,0,137750,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,20,2500000,99750,8645,39.9,Standard,0,99750,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,15,5000000,275500,23876,55.1,Standard,0,275500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,18,20,5000000,199500,17290,39.9,Standard,0,199500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,15,100000,5800,502,58.0,Standard,0,5800,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,20,100000,4200,364,42.0,Standard,0,4200,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,15,500000,29000,2513,58.0,Standard,0,29000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,20,500000,21000,1820,42.0,Standard,0,21000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,15,1000000,58000,5026,58.0,Standard,0,58000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,20,1000000,42000,3640,42.0,Standard,0,42000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,15,2500000,145000,12566,58.0,Standard,0,145000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,20,2500000,105000,9100,42.0,Standard,0,105000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,15,5000000,290000,25133,58.0,Standard,0,290000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,23,20,5000000,210000,18200,42.0,Standard,0,210000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,15,100000,5510,477,55.1,Standard,0,5510,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,20,100000,3990,345,39.9,Standard,0,3990,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,15,500000,27550,2387,55.1,Standard,0,27550,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,20,500000,19950,1729,39.9,Standard,0,19950,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,15,1000000,55100,4775,55.1,Standard,0,55100,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,20,1000000,39900,3458,39.9,Standard,0,39900,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,15,2500000,137750,11938,55.1,Standard,0,137750,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,20,2500000,99750,8645,39.9,Standard,0,99750,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,15,5000000,275500,23876,55.1,Standard,0,275500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,23,20,5000000,199500,17290,39.9,Standard,0,199500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,15,100000,6000,520,60.0,Standard,0,6000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,20,100000,4400,381,44.0,Standard,0,4400,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,15,500000,30000,2600,60.0,Standard,0,30000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,20,500000,22000,1906,44.0,Standard,0,22000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,15,1000000,60000,5200,60.0,Standard,0,60000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,20,1000000,44000,3813,44.0,Standard,0,44000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,15,2500000,150000,13000,60.0,Standard,0,150000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,20,2500000,110000,9533,44.0,Standard,0,110000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,15,5000000,300000,26000,60.0,Standard,0,300000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,28,20,5000000,220000,19066,44.0,Standard,0,220000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,15,100000,5700,494,57.0,Standard,0,5700,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,20,100000,4179,362,41.8,Standard,0,4179,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,15,500000,28500,2470,57.0,Standard,0,28500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,20,500000,20900,1811,41.8,Standard,0,20900,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,15,1000000,57000,4940,57.0,Standard,0,57000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,20,1000000,41800,3622,41.8,Standard,0,41800,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,15,2500000,142500,12350,57.0,Standard,0,142500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,20,2500000,104500,9056,41.8,Standard,0,104500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,15,5000000,285000,24700,57.0,Standard,0,285000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,28,20,5000000,209000,18113,41.8,Standard,0,209000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,15,100000,6300,546,63.0,Standard,0,6300,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,20,100000,4700,407,47.0,Standard,0,4700,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,15,500000,31500,2730,63.0,Standard,0,31500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,20,500000,23500,2036,47.0,Standard,0,23500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,15,1000000,63000,5460,63.0,Standard,0,63000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,20,1000000,47000,4073,47.0,Standard,0,47000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,15,2500000,157500,13650,63.0,Standard,0,157500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,20,2500000,117500,10183,47.0,Standard,0,117500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,15,5000000,315000,27300,63.0,Standard,0,315000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,33,20,5000000,235000,20366,47.0,Standard,0,235000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,15,100000,5985,518,59.85,Standard,0,5985,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,20,100000,4465,386,44.65,Standard,0,4465,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,15,500000,29925,2593,59.85,Standard,0,29925,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,20,500000,22325,1934,44.65,Standard,0,22325,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,15,1000000,59850,5187,59.85,Standard,0,59850,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,20,1000000,44650,3869,44.65,Standard,0,44650,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,15,2500000,149625,12967,59.85,Standard,0,149625,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,20,2500000,111625,9674,44.65,Standard,0,111625,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,15,5000000,299250,25935,59.85,Standard,0,299250,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,33,20,5000000,223250,19348,44.65,Standard,0,223250,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,15,100000,6800,589,68.0,Standard,0,6800,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,20,100000,5100,442,51.0,Standard,0,5100,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,15,500000,34000,2946,68.0,Standard,0,34000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,20,500000,25500,2210,51.0,Standard,0,25500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,15,1000000,68000,5893,68.0,Standard,0,68000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,20,1000000,51000,4420,51.0,Standard,0,51000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,15,2500000,170000,14733,68.0,Standard,0,170000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,20,2500000,127500,11050,51.0,Standard,0,127500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,15,5000000,340000,29466,68.0,Standard,0,340000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,38,20,5000000,255000,22100,51.0,Standard,0,255000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,15,100000,6459,559,64.6,Standard,0,6459,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,20,100000,4845,419,48.45,Standard,0,4845,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,15,500000,32299,2799,64.6,Standard,0,32299,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,20,500000,24225,2099,48.45,Standard,0,24225,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,15,1000000,64599,5598,64.6,Standard,0,64599,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,20,1000000,48450,4199,48.45,Standard,0,48450,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,15,2500000,161500,13996,64.6,Standard,0,161500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,20,2500000,121125,10497,48.45,Standard,0,121125,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,15,5000000,323000,27993,64.6,Standard,0,323000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,38,20,5000000,242250,20995,48.45,Standard,0,242250,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,15,100000,7500,650,75.0,Standard,0,7500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,20,100000,5800,502,58.0,Standard,0,5800,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,15,500000,37500,3250,75.0,Standard,0,37500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,20,500000,29000,2513,58.0,Standard,0,29000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,15,1000000,75000,6500,75.0,Standard,0,75000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,20,1000000,58000,5026,58.0,Standard,0,58000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,15,2500000,187500,16250,75.0,Standard,0,187500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,20,2500000,145000,12566,58.0,Standard,0,145000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,15,5000000,375000,32500,75.0,Standard,0,375000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,43,20,5000000,290000,25133,58.0,Standard,0,290000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,15,100000,7125,617,71.25,Standard,0,7125,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,20,100000,5510,477,55.1,Standard,0,5510,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,15,500000,35625,3087,71.25,Standard,0,35625,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,20,500000,27550,2387,55.1,Standard,0,27550,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,15,1000000,71250,6175,71.25,Standard,0,71250,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,20,1000000,55100,4775,55.1,Standard,0,55100,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,15,2500000,178125,15437,71.25,Standard,0,178125,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,20,2500000,137750,11938,55.1,Standard,0,137750,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,15,5000000,356250,30875,71.25,Standard,0,356250,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,43,20,5000000,275500,23876,55.1,Standard,0,275500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,15,100000,8400,728,84.0,Standard,0,8400,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,20,100000,6700,580,67.0,Standard,0,6700,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,15,500000,42000,3640,84.0,Standard,0,42000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,20,500000,33500,2903,67.0,Standard,0,33500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,15,1000000,84000,7280,84.0,Standard,0,84000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,20,1000000,67000,5806,67.0,Standard,0,67000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,15,2500000,210000,18200,84.0,Standard,0,210000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,20,2500000,167500,14516,67.0,Standard,0,167500,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,15,5000000,420000,36400,84.0,Standard,0,420000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,48,20,5000000,335000,29033,67.0,Standard,0,335000,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,15,100000,7980,691,79.8,Standard,0,7980,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,20,100000,6365,551,63.65,Standard,0,6365,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,15,500000,39900,3458,79.8,Standard,0,39900,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,20,500000,31825,2758,63.65,Standard,0,31825,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,15,1000000,79800,6916,79.8,Standard,0,79800,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,20,1000000,63650,5516,63.65,Standard,0,63650,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,15,2500000,199500,17290,79.8,Standard,0,199500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,20,2500000,159125,13790,63.65,Standard,0,159125,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,15,5000000,399000,34580,79.8,Standard,0,399000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,48,20,5000000,318250,27581,63.65,Standard,0,318250,20-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,53,15,100000,9500,823,95.0,Standard,0,9500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,53,15,500000,47500,4116,95.0,Standard,0,47500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,53,15,1000000,95000,8233,95.0,Standard,0,95000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,53,15,2500000,237500,20583,95.0,Standard,0,237500,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Male,N/A,53,15,5000000,475000,41166,95.0,Standard,0,475000,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,53,15,100000,9025,782,90.25,Standard,0,9025,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,53,15,500000,45125,3910,90.25,Standard,0,45125,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,53,15,1000000,90250,7821,90.25,Standard,0,90250,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,53,15,2500000,225625,19554,90.25,Standard,0,225625,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
Endowment,VitaSave Endowment,Female,N/A,53,15,5000000,451250,39108,90.25,Standard,0,451250,15-year endowment; indicative maturity bonus: 4.0% p.a. reversionary
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),600000,60000,5000,N/A (ULIP),Standard,0,60000,Fund: Equity; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),600000,60000,5000,N/A (ULIP),Standard,0,60000,Fund: Balanced; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),600000,60000,5000,N/A (ULIP),Standard,0,60000,Fund: Debt; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),1200000,120000,10000,N/A (ULIP),Standard,0,120000,Fund: Equity; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),1200000,120000,10000,N/A (ULIP),Standard,0,120000,Fund: Balanced; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),1200000,120000,10000,N/A (ULIP),Standard,0,120000,Fund: Debt; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),1800000,180000,15000,N/A (ULIP),Standard,0,180000,Fund: Equity; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),1800000,180000,15000,N/A (ULIP),Standard,0,180000,Fund: Balanced; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),1800000,180000,15000,N/A (ULIP),Standard,0,180000,Fund: Debt; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),2400000,240000,20000,N/A (ULIP),Standard,0,240000,Fund: Equity; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),2400000,240000,20000,N/A (ULIP),Standard,0,240000,Fund: Balanced; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),2400000,240000,20000,N/A (ULIP),Standard,0,240000,Fund: Debt; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),3600000,360000,30000,N/A (ULIP),Standard,0,360000,Fund: Equity; SA = 10x annual premium; charges apply (see product guide)
ULIP,VitaGrow Plus,All,N/A,18,10–30 (choice),3600000,360000,30000,N/A (ULIP),Standard,0,360000,Fund: Balanced; SA = 10x annual premium; charges apply (see product guide)
